Client_ID,Auto_Insurance_Contract,Health_Insurance_Contract,Home_Insurance_Contract,Life_Insurance_Contract,Coverage_Amount,Contract_Duration_Years,Assurance_Cost_Per_Month,Creditworthiness,Claims_History_Count,Last_Reported_Claim_Type,Last_Reported_Claim_Date,Last_Claim_Resolution_Type,Claim_Rate,Customer_Tenure_Years,Is_Premium_Client,Health_History,Risk_Profile,Recent_Life_Event,Recent_Life_Event_Date,Age,Annual_Income,Employment_Status,Has_Kids,Homeownership_Status,Type_of_Housing,Has_Car,Location,Primary_Transportation_Mode,Last_Interaction_Date,Last_Contract_Change_Date
2035,0,0,1,0,46070,8,974,Good,1,Theft,06/06/2024,Standard,0.04,8,False,Good,High,Moved,11/07/2023,32,66188,Unemployed,False,Rent,Single-family home,True,Urban,Walking,15/01/2024,178
2036,0,0,1,1,92374,6,393,Average,4,Theft,21/10/2023,Standard,0.93,14,False,Fragile,High,Job Change,30/01/2025,44,73104,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,26/07/2024,368
2037,1,0,1,1,70273,2,493,Good,0,Accident,06/07/2023,,,2,False,Unknown,Poor,Marriage,29/05/2023,63,66588,Unemployed,False,Rent,Apartment,False,Urban,Public transportation,17/07/2023,360
2038,0,0,1,1,14322,7,604,Poor,1,Theft,07/01/2025,Fast,0.18,8,False,Medium,High,,,67,2218081,Unemployed,False,Own,Apartment,True,Rural,Public transportation,04/03/2024,481
2039,0,0,0,1,86119,6,174,Good,2,,,Standard,0.08,12,False,Fragile,Medium,,,69,69562,Unemployed,True,Own,Apartment,False,Urban,Public transportation,17/09/2024,196
2040,1,1,0,1,28875,3,153,Poor,4,Accident,10/04/2023,Standard,0.73,3,False,Good,Medium,New Baby,17/02/2025,24,1295240,Unemployed,False,Own,Single-family home,False,Urban,Public transportation,15/09/2023,292
2041,0,1,0,0,47965,1,927,Excellent,2,Damage,16/03/2024,Conflicting,0.61,1,False,Unknown,Medium,New Baby,20/11/2023,20,7379816,Unemployed,True,Own,Townhouse,False,Urban,Public transportation,30/07/2024,376
2042,0,1,0,1,69516,6,116,Excellent,2,Damage,09/09/2024,Fast,0.77,16,False,Fragile,High,New Baby,21/12/2024,46,68178,Unemployed,True,Own,Apartment,False,Urban,Car,01/07/2024,318
2043,0,1,1,0,37648,2,160,Good,0,Damage,19/03/2025,,,3,False,Good,Medium,Moved,22/10/2024,61,3390603,Unemployed,True,Own,Townhouse,False,Urban,Public transportation,08/09/2023,525
2044,0,0,0,1,30293,1,621,Excellent,2,,,Standard,0.75,1,False,Good,Medium,Moved,08/11/2024,70,8776380,Unemployed,True,Rent,Single-family home,True,Rural,Public transportation,09/09/2023,275
2045,0,0,0,1,19506,6,993,Poor,0,,,,,6,False,Medium,High,Job Change,17/01/2025,41,725858,Unemployed,True,Own,Apartment,True,Rural,Car,11/08/2024,302
2046,1,1,1,0,49906,1,116,Excellent,0,Accident,27/05/2023,,,1,False,Medium,Poor,Job Change,11/09/2023,20,72936,Unemployed,False,Own,Single-family home,True,Urban,Biking,04/11/2023,273
2047,0,0,1,1,20638,5,931,Poor,4,Theft,17/06/2023,Standard,0.84,5,False,Unknown,Poor,Moved,31/08/2024,37,71110,Unemployed,True,Own,Townhouse,False,Urban,Car,02/09/2025,298
2048,1,0,0,0,47578,4,587,Excellent,1,Accident,01/05/2023,Standard,0.13,4,False,Medium,High,Job Change,24/04/2023,63,68797,Unemployed,False,Own,Apartment,True,Rural,Car,22/10/2024,313
2049,0,0,1,0,16526,2,404,Excellent,3,Theft,21/11/2024,Fast,0.52,10,False,Fragile,High,Marriage,14/12/2023,32,256047,Unemployed,True,Own,Townhouse,True,Urban,Car,03/03/2024,452
2050,1,1,0,1,25515,8,661,Average,1,Accident,24/10/2023,Standard,0.95,14,False,Good,High,,,42,67224,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,08/03/2024,257
2051,1,1,0,1,64072,4,600,Poor,2,Accident,02/05/2023,Conflicting,0.58,12,False,Unknown,Poor,Moved,02/05/2024,47,66448,Unemployed,True,Rent,Apartment,False,Urban,Biking,08/05/2023,174
2052,0,1,1,0,48046,1,631,Average,3,Damage,13/09/2023,Fast,0.64,1,False,Fragile,Poor,New Baby,29/10/2023,31,43161,Unemployed,True,Rent,Apartment,True,Urban,Car,04/06/2023,222
2053,0,0,1,1,45433,2,278,Average,2,Theft,27/08/2023,Standard,0.58,2,True,Unknown,High,,,24,74716,Unemployed,True,Rent,Single-family home,True,Rural,Car,18/07/2024,334
2054,1,0,0,0,82768,2,575,Poor,2,Accident,09/12/2023,Standard,0.72,8,False,Medium,High,Marriage,05/02/2024,34,69642,Unemployed,False,Own,Apartment,True,Suburban,Public transportation,18/05/2024,387
2055,0,1,1,1,34535,2,565,Excellent,0,Damage,15/10/2024,,,12,False,Medium,High,,,61,5939649,Unemployed,True,Own,Apartment,True,Urban,Public transportation,20/01/2025,330
2056,1,0,1,0,54767,7,138,Good,0,Accident,08/06/2024,,,10,False,Fragile,Poor,Moved,18/02/2025,37,905504,Unemployed,True,Rent,Single-family home,False,Suburban,Walking,20/03/2024,349
2057,1,1,0,1,26316,1,806,Poor,2,Accident,28/12/2024,Fast,0.7,1,False,Fragile,High,Marriage,17/07/2024,53,7719190,Unemployed,True,Own,Apartment,True,Urban,Public transportation,07/02/2024,214
2058,1,0,1,0,81063,0,131,Poor,3,Accident,29/07/2024,Fast,0.68,0,False,Fragile,Medium,,,26,75164,Unemployed,True,Own,Single-family home,True,Suburban,Public transportation,11/10/2024,294
2059,0,0,1,1,54415,1,929,Average,4,Theft,31/08/2024,Standard,0.58,1,False,Unknown,High,,,55,53104,Unemployed,True,Own,Apartment,False,Urban,Public transportation,19/05/2023,238
2060,1,0,0,1,28221,1,849,Average,4,Accident,13/04/2024,Standard,0.63,2,False,Fragile,Medium,Moved,06/10/2023,65,1155279,Unemployed,False,Own,Single-family home,True,Urban,Car,27/09/2023,144
2061,1,0,0,0,42791,3,778,Excellent,1,Accident,24/03/2024,Fast,0.53,11,False,Medium,Poor,New Baby,08/01/2024,39,72964,Unemployed,False,Own,Single-family home,False,Urban,Walking,31/03/2024,432
2062,0,1,0,1,33686,1,637,Poor,0,Damage,20/02/2025,,,9,False,Good,High,,,70,71458,Unemployed,True,Rent,Townhouse,False,Urban,Biking,27/01/2024,444
2063,1,0,1,1,11699,7,735,Poor,3,Accident,12/07/2023,Fast,0.08,7,False,Unknown,Medium,,,70,75176,Unemployed,False,Own,Apartment,True,Urban,Public transportation,07/02/2024,314
2064,1,0,1,0,89334,0,206,Average,3,Accident,16/11/2024,Fast,0.57,0,False,Unknown,Medium,,,19,70392,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,05/05/2024,171
2065,0,1,1,0,45390,2,855,Poor,1,Damage,06/04/2024,Fast,0.66,10,False,Medium,Poor,,,41,1119267,Unemployed,True,Rent,Single-family home,True,Rural,Walking,16/02/2024,368
2066,0,1,1,0,67031,0,831,Excellent,1,Damage,23/11/2023,Fast,0.04,0,True,Medium,Poor,Marriage,25/04/2024,25,66374,Unemployed,True,Own,Single-family home,False,Rural,Public transportation,10/03/2024,189
2067,0,0,1,0,98033,8,546,Excellent,0,Theft,05/03/2024,,,8,False,Fragile,Medium,,,28,72956,Unemployed,False,Own,Apartment,False,Urban,Walking,22/02/2024,414
2068,1,0,0,0,91715,3,590,Average,2,Accident,27/07/2023,Conflicting,0.91,5,False,Fragile,Poor,New Baby,16/01/2024,30,69122,Unemployed,True,Rent,Single-family home,True,Suburban,Public transportation,30/06/2024,282
2069,0,0,1,0,40360,1,217,Average,3,Theft,28/04/2023,Conflicting,0.92,1,True,Unknown,High,New Baby,12/10/2024,34,68914,Unemployed,True,Own,Apartment,False,Rural,Walking,20/07/2024,312
2070,0,1,1,1,33835,5,339,Good,3,Damage,18/02/2025,Standard,0.37,5,False,Good,Medium,New Baby,24/01/2024,25,66734,Unemployed,True,Own,Apartment,True,Urban,Biking,14/04/2023,480
2071,0,1,1,1,33962,4,239,Good,1,Damage,15/04/2023,Standard,0.34,4,False,Good,High,Job Change,22/12/2023,38,473410,Unemployed,True,Rent,Apartment,False,Urban,Car,20/01/2025,310
2072,1,1,1,0,43908,6,100,Good,2,Accident,01/07/2024,Standard,0.02,8,False,Unknown,Medium,Moved,14/01/2024,35,65642,Unemployed,True,Own,Single-family home,True,Suburban,Public transportation,18/11/2024,178
2073,1,0,1,1,47682,1,744,Good,2,Accident,20/07/2024,Fast,0.86,3,False,Fragile,Medium,New Baby,23/03/2024,47,448650,Unemployed,True,Own,Townhouse,False,Urban,Walking,27/01/2025,198
2074,0,1,1,1,66587,5,738,Good,3,Damage,08/07/2023,Standard,0.81,5,False,Fragile,High,,,35,72734,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,10/06/2024,375
2075,1,0,1,1,39431,3,317,Excellent,2,Accident,26/03/2025,Conflicting,0.45,3,False,Good,Poor,Job Change,29/05/2023,63,2823926,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,26/11/2024,247
2076,0,0,1,1,83198,7,625,Excellent,1,Theft,01/09/2024,Fast,0.94,7,True,Fragile,Medium,Marriage,15/05/2023,64,66666,Unemployed,True,Own,Townhouse,True,Urban,Car,04/08/2024,311
2077,0,1,1,0,95244,5,631,Good,0,Damage,20/03/2025,,,6,False,Unknown,High,,,48,3314559,Unemployed,False,Own,Townhouse,False,Rural,Public transportation,10/08/2024,285
2078,0,1,1,0,15124,8,330,Good,2,Damage,14/12/2023,Conflicting,0.25,8,False,Medium,Medium,Job Change,29/11/2023,55,65016,Unemployed,True,Own,Apartment,False,Urban,Car,19/12/2024,277
2079,1,1,1,0,30552,0,453,Excellent,2,Accident,25/08/2023,Standard,0.75,0,False,Good,Medium,New Baby,09/02/2023,49,73574,Unemployed,True,Own,Apartment,False,Suburban,Biking,09/11/2024,496
2080,1,1,0,1,42913,7,562,Average,1,Accident,25/03/2024,Conflicting,0.5,9,False,Fragile,Medium,Job Change,06/02/2023,28,66040,Unemployed,True,Own,Single-family home,True,Suburban,Car,14/09/2024,255
2081,0,1,0,1,32933,1,871,Average,2,Damage,10/04/2023,Standard,0.69,7,False,Good,Medium,,,62,6821987,Unemployed,True,Own,Single-family home,False,Urban,Biking,03/06/2024,273
2082,1,1,1,0,10932,0,368,Poor,4,Accident,19/11/2023,Fast,0.4,0,False,Unknown,Poor,Marriage,15/11/2024,42,3502382,Unemployed,True,Rent,Apartment,False,Suburban,Public transportation,17/07/2023,431
2083,0,0,0,1,88789,4,470,Good,3,,,Standard,0.85,4,False,Fragile,High,New Baby,18/06/2023,50,2976285,Unemployed,True,Own,Townhouse,True,Urban,Walking,14/03/2024,90
2084,0,0,1,0,39832,2,334,Good,0,Theft,15/05/2024,,,5,False,Good,Poor,Job Change,17/01/2025,55,69812,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,13/04/2024,274
2085,0,1,0,0,10472,4,122,Average,4,Damage,24/07/2024,Conflicting,0.95,5,False,Medium,Poor,Marriage,07/03/2023,58,8809071,Unemployed,True,Own,Apartment,True,Suburban,Biking,02/04/2024,231
2086,0,0,0,1,47826,1,967,Good,0,,,,,5,False,Medium,Poor,New Baby,21/12/2024,25,65346,Unemployed,True,Rent,Apartment,True,Urban,Car,17/05/2023,347
2087,1,1,1,0,68879,0,614,Poor,4,Accident,12/10/2023,Standard,0.16,0,True,Good,High,New Baby,16/05/2023,28,66566,Unemployed,False,Rent,Townhouse,True,Suburban,Walking,06/04/2024,232
2088,0,1,0,0,54780,9,587,Average,0,Damage,05/05/2024,,,11,False,Good,Poor,Job Change,11/09/2023,39,67040,Unemployed,True,Own,Apartment,True,Urban,Car,13/12/2024,282
2089,1,0,1,1,84963,3,181,Excellent,2,Accident,21/09/2023,Fast,0.35,6,False,Unknown,Poor,,,68,6814961,Unemployed,True,Own,Townhouse,False,Suburban,Walking,04/06/2023,262
2090,1,0,1,1,90593,7,156,Poor,3,Accident,26/10/2023,Fast,0.42,10,False,Good,Poor,New Baby,29/11/2023,41,69546,Unemployed,True,Own,Townhouse,False,Urban,Biking,23/11/2024,349
2091,1,0,0,0,10256,4,730,Average,2,Accident,19/07/2024,Fast,0.6,11,False,Good,Medium,Marriage,10/01/2024,58,75294,Unemployed,True,Rent,Apartment,True,Urban,Car,06/09/2023,351
2092,0,1,0,0,77684,5,420,Excellent,3,Damage,19/09/2023,Conflicting,0.22,5,False,Good,Medium,New Baby,06/12/2023,34,53519,Unemployed,False,Own,Apartment,True,Urban,Public transportation,07/11/2024,345
2093,1,1,1,0,63167,4,230,Good,3,Accident,25/05/2023,Standard,0.75,7,False,Good,Poor,Moved,20/11/2024,29,75002,Unemployed,False,Own,Apartment,False,Urban,Public transportation,14/03/2024,326
2094,1,0,1,1,41685,5,884,Excellent,3,Accident,08/06/2024,Standard,0.79,5,False,Medium,High,Job Change,14/08/2023,63,67846,Unemployed,True,Own,Apartment,True,Urban,Public transportation,12/11/2023,325
2095,1,1,1,0,50264,2,384,Poor,0,Accident,11/07/2023,,,7,False,Unknown,High,New Baby,21/02/2024,49,50948,Unemployed,True,Rent,Single-family home,False,Urban,Car,02/03/2025,183
2096,1,0,1,0,36261,1,568,Average,0,Accident,25/02/2024,,,3,False,Good,Poor,,,32,70758,Unemployed,True,Rent,Apartment,True,Urban,Biking,30/08/2023,284
2097,1,0,1,1,52254,6,211,Average,1,Accident,07/10/2024,Standard,0.03,10,False,Good,High,Moved,01/02/2024,33,70888,Unemployed,True,Own,Townhouse,False,Urban,Car,09/12/2024,315
2098,1,1,0,0,73398,2,858,Good,4,Accident,05/12/2023,Conflicting,0.18,4,True,Fragile,Poor,Moved,20/10/2024,39,106494,Unemployed,True,Rent,Single-family home,False,Urban,Biking,25/10/2023,257
2099,0,1,0,1,27085,1,723,Excellent,0,Damage,29/11/2023,,,8,False,Fragile,Poor,Job Change,25/02/2025,45,73356,Unemployed,True,Rent,Townhouse,True,Urban,Public transportation,17/03/2024,257
2100,1,0,0,0,64515,1,117,Good,0,Accident,22/01/2024,,,6,False,Good,High,,,37,67548,Unemployed,True,Own,Townhouse,True,Rural,Walking,20/07/2024,399
2101,1,0,0,0,40202,4,654,Excellent,1,Accident,16/05/2024,Standard,0.62,16,True,Fragile,High,Marriage,21/08/2024,50,69096,Unemployed,True,Own,Townhouse,True,Rural,Car,17/04/2024,179
2102,1,0,1,1,67134,4,175,Excellent,0,Accident,01/03/2024,,,6,False,Good,Medium,Moved,15/05/2023,27,71350,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,25/01/2025,272
2103,0,0,0,1,71769,6,655,Average,4,,,Standard,0.91,6,False,Fragile,Poor,,,57,66102,Unemployed,True,Own,Single-family home,True,Urban,Car,01/07/2024,494
2104,1,0,1,1,73325,5,151,Average,4,Accident,29/10/2023,Standard,0.85,5,False,Medium,High,Moved,15/04/2023,49,69852,Unemployed,True,Own,Townhouse,True,Urban,Biking,22/05/2024,231
2105,1,0,0,1,57111,9,188,Average,4,Accident,28/04/2024,Standard,0.3,10,False,Good,High,,,67,3598392,Unemployed,True,Rent,Single-family home,False,Urban,Public transportation,11/07/2023,184
2106,1,1,1,0,29875,4,190,Excellent,4,Accident,09/07/2023,Fast,0.38,19,False,Fragile,Poor,Marriage,24/04/2023,50,67124,Unemployed,True,Own,Single-family home,False,Urban,Car,20/11/2024,423
2107,1,1,0,1,67800,0,366,Good,3,Accident,07/09/2023,Conflicting,0.06,0,True,Medium,Medium,New Baby,18/10/2023,19,71438,Unemployed,False,Own,Townhouse,True,Urban,Public transportation,22/08/2023,336
2108,1,0,0,1,51536,5,865,Excellent,4,Accident,11/11/2024,Fast,0.54,8,False,Unknown,Medium,Job Change,29/02/2024,50,71640,Unemployed,True,Own,Apartment,True,Urban,Public transportation,12/04/2023,322
2109,1,0,1,0,37317,9,397,Excellent,0,Accident,19/08/2023,,,16,False,Unknown,Medium,Job Change,05/11/2023,50,69306,Unemployed,True,Rent,Townhouse,False,Urban,Biking,04/12/2024,342
2110,0,1,0,1,71999,1,516,Poor,2,Damage,16/01/2024,Conflicting,0.28,5,False,Fragile,Medium,Job Change,22/05/2024,58,71466,Unemployed,False,Own,Apartment,False,Urban,Biking,06/06/2024,296
2111,0,1,1,1,67039,4,422,Poor,4,Damage,29/08/2023,Standard,0.71,4,False,Fragile,Poor,,,30,7373889,Unemployed,True,Own,Single-family home,False,Urban,Car,03/12/2024,228
2112,1,0,1,0,93315,2,193,Poor,2,Accident,19/03/2025,Conflicting,0.43,17,False,Fragile,Medium,Job Change,04/10/2024,47,180667,Unemployed,True,Rent,Single-family home,False,Suburban,Biking,05/02/2024,134
2113,1,1,0,0,24622,2,472,Average,2,Accident,12/06/2024,Fast,0.96,10,False,Good,Poor,New Baby,26/03/2024,50,183632,Unemployed,True,Rent,Single-family home,True,Suburban,Walking,30/12/2024,331
2114,1,0,0,0,84113,5,992,Poor,0,Accident,03/06/2023,,,11,False,Good,High,,,30,75016,Unemployed,True,Rent,Single-family home,True,Suburban,Biking,21/04/2023,404
2115,0,1,0,1,10822,5,864,Good,4,Damage,24/07/2024,Conflicting,0.66,5,False,Unknown,Poor,,,69,74270,Unemployed,True,Rent,Single-family home,True,Urban,Biking,21/09/2024,279
2116,0,1,0,0,13241,2,766,Good,0,Damage,01/12/2024,,,11,False,Medium,Medium,Job Change,25/03/2024,43,55866,Unemployed,True,Own,Single-family home,True,Urban,Walking,03/06/2024,445
2117,1,0,0,1,33166,3,289,Excellent,4,Accident,22/01/2025,Fast,0.9,3,False,Unknown,Medium,Moved,01/01/2025,39,75376,Unemployed,True,Rent,Single-family home,True,Urban,Biking,17/10/2024,357
2118,1,1,0,1,83757,2,898,Excellent,0,Accident,22/07/2024,,,5,False,Good,Medium,Marriage,31/08/2023,56,69710,Unemployed,True,Own,Apartment,True,Urban,Public transportation,11/07/2023,358
2119,1,0,0,0,47150,0,825,Average,4,Accident,25/06/2023,Conflicting,0.48,0,False,Fragile,Medium,,,19,72428,Unemployed,True,Own,Apartment,False,Urban,Car,02/03/2024,259
2120,1,0,1,1,88625,1,724,Excellent,0,Accident,08/02/2025,,,1,False,Medium,Medium,New Baby,26/08/2023,55,406652,Unemployed,True,Rent,Single-family home,True,Suburban,Public transportation,23/04/2024,206
2121,0,0,1,0,20995,1,983,Excellent,2,Theft,15/11/2024,Standard,0.19,1,False,Unknown,High,Marriage,13/10/2024,56,68905,Unemployed,True,Rent,Apartment,False,Rural,Biking,06/07/2024,284
2122,0,0,1,0,67854,5,755,Average,3,Theft,04/10/2024,Standard,0.0,5,False,Fragile,Medium,Marriage,13/08/2023,43,74750,Unemployed,True,Rent,Townhouse,False,Suburban,Car,12/07/2024,442
2123,1,0,0,0,75002,6,726,Excellent,4,Accident,05/02/2024,Fast,0.89,6,False,Medium,Poor,,,63,70244,Unemployed,False,Own,Townhouse,True,Suburban,Public transportation,14/04/2023,402
2124,0,1,0,1,86030,0,703,Poor,1,Damage,18/03/2024,Conflicting,0.31,0,False,Fragile,High,Moved,27/08/2024,67,410732,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,22/11/2024,443
2125,0,0,0,1,92683,1,536,Average,4,,,Standard,0.05,1,False,Fragile,High,Marriage,19/10/2023,32,68744,Unemployed,True,Own,Single-family home,True,Suburban,Biking,04/03/2024,271
2126,1,1,0,0,42588,4,836,Excellent,3,Accident,16/06/2023,Standard,0.67,4,False,Unknown,High,Marriage,03/04/2024,51,3539780,Unemployed,True,Own,Apartment,False,Rural,Public transportation,28/09/2024,411
2127,1,0,0,1,53446,9,311,Average,4,Accident,20/07/2023,Conflicting,0.02,9,False,Good,High,Marriage,16/04/2024,59,67510,Unemployed,True,Own,Apartment,True,Urban,Car,25/04/2024,136
2128,1,1,1,0,45515,3,770,Poor,4,Accident,16/07/2023,Standard,0.96,3,False,Medium,Poor,Marriage,23/10/2024,61,3387236,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,06/03/2024,239
2129,1,1,1,0,61860,8,914,Good,3,Accident,12/07/2024,Standard,0.27,14,False,Good,Poor,,,66,72588,Unemployed,True,Own,Townhouse,False,Urban,Car,18/04/2023,406
2130,0,1,1,1,40911,5,565,Excellent,1,Damage,25/12/2023,Standard,0.62,16,False,Medium,Poor,Moved,29/03/2024,57,66420,Unemployed,True,Rent,Apartment,False,Urban,Car,27/11/2024,441
2131,0,1,0,1,46475,1,857,Excellent,3,Damage,22/06/2024,Standard,0.31,5,False,Good,High,Marriage,10/09/2024,28,73572,Unemployed,False,Own,Single-family home,False,Urban,Public transportation,26/05/2024,229
2132,0,1,1,1,66887,1,374,Excellent,3,Damage,21/07/2023,Fast,0.9,1,False,Unknown,Poor,New Baby,20/12/2024,20,65771,Unemployed,True,Own,Townhouse,True,Rural,Biking,26/09/2023,370
2133,1,0,0,1,25593,4,453,Poor,3,Accident,26/12/2023,Conflicting,0.36,4,False,Fragile,Poor,Job Change,19/05/2024,23,74956,Unemployed,False,Own,Townhouse,True,Urban,Public transportation,21/01/2024,386
2134,0,0,1,0,19213,4,984,Average,4,Theft,18/07/2024,Conflicting,0.55,4,False,Good,Medium,Moved,19/07/2024,26,6070466,Unemployed,True,Rent,Single-family home,False,Urban,Car,29/08/2023,454
2135,0,1,0,1,65727,3,411,Good,1,Damage,29/01/2024,Standard,0.8,3,False,Unknown,Medium,Moved,03/10/2025,23,69414,Unemployed,True,Rent,Apartment,False,Urban,Car,16/09/2024,269
2136,0,1,0,1,68565,2,462,Average,2,Damage,09/11/2024,Conflicting,0.14,2,False,Medium,Medium,Job Change,14/04/2023,26,71114,Unemployed,False,Rent,Apartment,True,Urban,Public transportation,06/06/2023,326
2137,1,0,0,0,70569,1,617,Excellent,2,Accident,28/02/2024,Fast,0.93,12,False,Fragile,High,,,56,8025136,Unemployed,True,Rent,Single-family home,False,Urban,Public transportation,17/03/2025,229
2138,1,1,0,1,11114,4,263,Average,3,Accident,18/05/2023,Standard,0.05,4,True,Unknown,High,New Baby,18/07/2024,48,64994,Unemployed,False,Rent,Apartment,False,Suburban,Car,23/02/2024,287
2139,1,0,1,0,19360,2,457,Poor,0,Accident,25/12/2024,,,11,False,Good,Poor,Moved,12/03/2024,49,73308,Unemployed,False,Own,Single-family home,False,Urban,Biking,13/05/2024,216
2140,0,1,1,1,80343,8,398,Poor,2,Damage,18/10/2024,Fast,0.62,13,False,Fragile,High,Marriage,02/10/2025,58,212025,Unemployed,True,Rent,Single-family home,False,Rural,Public transportation,29/10/2024,394
2141,0,0,0,1,17869,8,157,Good,1,,,Conflicting,0.57,18,False,Medium,Poor,Moved,27/03/2024,67,70526,Unemployed,True,Own,Apartment,True,Urban,Car,11/10/2024,433
2142,0,0,1,1,19797,4,942,Poor,0,Theft,21/05/2024,,,6,False,Good,Poor,Job Change,02/08/2024,29,69980,Unemployed,True,Rent,Apartment,True,Urban,Biking,10/06/2023,324
2143,0,0,1,0,16332,2,833,Excellent,4,Theft,28/02/2025,Standard,0.42,5,False,Good,High,Moved,02/10/2024,25,1037217,Unemployed,True,Rent,Single-family home,False,Rural,Biking,14/12/2023,436
2144,1,1,0,1,59410,4,247,Average,0,Accident,13/11/2024,,,6,False,Medium,Poor,Moved,15/05/2023,25,111478,Unemployed,False,Own,Apartment,True,Rural,Public transportation,06/06/2023,327
2145,1,0,1,0,36346,3,768,Poor,3,Accident,19/10/2023,Conflicting,0.64,14,False,Good,High,,,67,72224,Unemployed,False,Rent,Single-family home,False,Urban,Car,07/05/2023,123
2146,1,1,1,0,72245,1,485,Average,4,Accident,17/02/2024,Fast,0.1,19,False,Fragile,High,New Baby,29/09/2024,45,98860,Unemployed,True,Rent,Single-family home,True,Suburban,Walking,11/03/2024,288
2147,0,1,1,1,93164,9,557,Good,0,Damage,05/01/2024,,,12,False,Medium,Medium,Moved,17/01/2024,37,5893380,Unemployed,True,Own,Single-family home,True,Urban,Car,01/08/2025,329
2148,0,0,0,1,10519,8,421,Excellent,3,,,Conflicting,0.59,17,False,Unknown,Poor,,,64,40450,Unemployed,True,Own,Single-family home,True,Urban,Car,20/05/2024,484
2149,1,0,1,1,69902,4,812,Poor,4,Accident,25/03/2024,Conflicting,0.85,4,False,Fragile,Medium,,,24,74648,Unemployed,True,Own,Townhouse,False,Urban,Car,02/11/2024,151
2150,1,1,1,0,30662,5,171,Good,1,Accident,12/06/2023,Conflicting,0.42,5,False,Good,Medium,,,28,66700,Unemployed,True,Rent,Townhouse,True,Urban,Public transportation,28/12/2023,393
2151,1,1,0,1,25550,6,866,Poor,1,Accident,19/02/2024,Standard,0.03,10,True,Medium,Medium,New Baby,06/07/2023,37,855229,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,14/02/2024,224
2152,1,1,1,0,36056,2,676,Poor,0,Accident,09/05/2024,,,2,False,Good,Poor,Marriage,07/08/2024,33,91193,Unemployed,False,Own,Apartment,True,Urban,Biking,28/01/2024,293
2153,0,1,1,0,12064,1,569,Good,3,Damage,13/03/2024,Fast,0.44,1,False,Unknown,Medium,Job Change,15/10/2023,21,71478,Unemployed,True,Rent,Townhouse,True,Urban,Biking,14/09/2024,272
2154,1,0,1,1,54640,1,696,Good,1,Accident,08/05/2023,Fast,0.93,1,False,Medium,High,,,23,74808,Unemployed,True,Own,Single-family home,False,Urban,Car,02/07/2025,238
2155,0,1,1,1,71183,6,410,Poor,0,Damage,12/04/2023,,,8,False,Medium,Medium,Moved,16/04/2023,39,1525320,Unemployed,True,Own,Townhouse,True,Urban,Walking,09/06/2023,296
2156,0,0,1,1,24857,1,497,Poor,2,Theft,17/07/2023,Standard,0.86,1,False,Unknown,Poor,Job Change,18/09/2024,43,219033,Unemployed,True,Rent,Townhouse,True,Suburban,Public transportation,03/05/2025,497
2157,1,1,0,0,22072,1,833,Average,1,Accident,12/01/2025,Conflicting,0.49,1,False,Unknown,Poor,Moved,12/11/2024,20,73836,Unemployed,False,Rent,Townhouse,True,Urban,Car,18/06/2024,379
2158,1,1,0,1,93956,0,103,Average,2,Accident,06/02/2024,Standard,0.71,0,False,Fragile,Poor,Moved,05/11/2023,58,66114,Unemployed,True,Own,Single-family home,False,Urban,Walking,22/11/2023,424
2159,1,0,0,1,18383,0,914,Average,1,Accident,27/11/2024,Fast,0.29,0,False,Good,High,,,59,129207,Unemployed,True,Rent,Apartment,False,Rural,Public transportation,13/02/2025,376
2160,1,0,1,1,19147,8,689,Excellent,4,Accident,29/08/2024,Standard,0.32,8,False,Good,Medium,Job Change,03/09/2024,31,71348,Unemployed,True,Own,Townhouse,False,Urban,Public transportation,09/05/2024,485
2161,0,1,0,1,21414,4,602,Good,0,Damage,27/06/2024,,,4,False,Fragile,Poor,Moved,20/09/2024,28,821888,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,08/10/2024,394
2162,0,1,0,0,74428,4,940,Poor,0,Damage,07/09/2023,,,5,False,Medium,Medium,Marriage,03/05/2025,35,70772,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,12/11/2024,29
2163,1,0,1,1,70493,7,222,Average,3,Accident,11/11/2024,Conflicting,0.23,7,False,Good,Poor,Moved,19/02/2024,29,73968,Unemployed,True,Own,Townhouse,False,Urban,Public transportation,16/08/2023,243
2164,0,1,0,0,71861,1,204,Average,4,Damage,24/07/2024,Standard,0.18,1,False,Good,High,,,40,553259,Unemployed,True,Own,Townhouse,False,Urban,Car,22/04/2024,294
2165,1,1,0,1,78814,5,457,Excellent,0,Accident,09/04/2024,,,8,False,Fragile,Medium,New Baby,18/10/2024,29,73072,Unemployed,True,Rent,Apartment,True,Suburban,Public transportation,19/07/2024,183
